participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.chosen_image_computer,player.chosen_image_computer_two,player.my_page_load_time,player.individual_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice2_earnings,player.choice2_sum_earnings,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.manual_second_choice,player.disconnection_streak,player.is_bot,player.last_connection_time,group.id_in_subsession,group.current_round,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.intertrial_interval,group.second_bet_timer_ended_executed,group.next_round_transition_time,group.reward_probability_A,group.reward_probability_B,group.seventy_percent_image,group.thirty_percent_image,group.reversal_rounds,group.bet_container_displayed,group.remaining_images_displayed,group.reversal_happened,group.round_reward_set,group.all_players_loaded,group.players_loaded_count,group.disconnected_players,group.bot_players,group.active_bots,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,zu04p29p,5f24a57c030da70af5ffd2bf,0,278,278,submission,Submit,2025-02-03 12:00:46.143968,1,,,0.0,4,,0.0,left,left,,,1,1,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,,,1.05,1.05,1.03,0.89,1.26,1.29,-20,-20,0.0,-1,0,0,0,0,1,0,0,1738584733.6854768,3,1,,1,0,3595,1,1738584734665.3015,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,1,spyhca1b,,,,,0
12,l7o20yx5,5bcedec641f0710001c74dd5,0,47,278,main_task,MyPage,2025-02-03 12:03:32.759084,1,,,0.0,5,,0.0,left,left,,,1,1,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,,,0.29,0.29,0.88,0.5,0.25,0.98,-20,-20,0.0,-1,0,0,0,0,1,0,0,1738584732.996284,3,1,,1,0,3595,1,1738584734665.3015,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,1,spyhca1b,,,,,0
13,3iuvgb82,67824a019573a268b7457265,0,12,278,practice_task,WaitPage1,2025-02-03 12:05:11.392016,1,,,0.0,13,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
14,wgxn5o76,660d53230fb53d052ccacc14,0,12,278,practice_task,WaitPage1,2025-02-03 12:15:09.444936,1,,,0.0,14,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
15,svgkrwah,6584ce0ee6aacaab711557b3,0,12,278,practice_task,WaitPage1,2025-02-03 12:17:19.581771,1,,,0.0,15,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
16,ut6sqkt8,664eed479edce1893498cc04,0,12,278,practice_task,WaitPage1,2025-02-03 12:26:31.641265,1,,,0.0,16,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
17,0cjmwkbv,672c99775b51436252e1b231,0,4,278,instructions,TaskInstructionsPage1,2025-02-03 12:40:26.736408,1,,,0.0,17,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
18,ovqvska5,,0,0,278,,,,0,,,0.0,18,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
19,2jhb1sf9,,0,0,278,,,,0,,,0.0,19,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
20,9i2qdm4r,,0,0,278,,,,0,,,0.0,20,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,1,spyhca1b,,,,,0
1,ybm0l9oz,6758c717fcad115f0bba5c71,0,12,278,practice_task,WaitPage1,2025-02-03 11:57:18.764963,1,,,0.0,1,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
2,gju71kkt,66b8830e5812d8df82589ef3,0,278,278,submission,Submit,2025-02-03 11:58:51.701885,1,,,0.0,1,,0.0,right,left,,,3,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,1,,,0.5,0.5,2.47,0.79,3.17,6.0,40,100,0.0,1,0,0,0,1,1,0,0,1738584508.7802079,2,1,,1,0,3891,1,1738584510745.8555,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,2,spyhca1b,,,,,0
3,uq6siq7e,6274f9115634950cf5970f1c,0,278,278,submission,Submit,2025-02-03 11:59:32.179795,1,,,0.0,2,,0.0,left,left,,,1,2,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1A.bmp,2,,,0.43,0.43,2.46,0.82,0.72,3.78,-40,-80,0.0,-1,0,0,0,0,1,0,0,1738584508.7127078,2,1,,1,0,3891,1,1738584510745.8555,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,2,spyhca1b,,,,,0
4,vlocm0pi,5f305c9cf7fabe4adaf0de5d,0,278,278,submission,Submit,2025-02-03 12:00:01.209517,1,,,0.0,3,,0.0,right,left,,,3,3,option1A.bmp,option1B.bmp,0,option1B.bmp,2,option1A.bmp,2,,,0.64,0.64,3.71,1.59,0.4,1.47,-60,-20,0.0,-1,0,0,0,0,1,0,0,1738584508.9153864,2,1,,1,0,3891,1,1738584510745.8555,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,2,spyhca1b,,,,,0
5,ihqgbl5n,5dd9a7ff98981d926df9ea18,0,278,278,submission,Submit,2025-02-03 12:00:09.934205,1,,,0.0,4,,0.0,,,left,right,1,1,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1B.bmp,2,option1A_tr.bmp,option1B_tr.bmp,0.56,0.56,6.0,1.46,,1.17,-20,-40,0.0,-1,1,0,1,0,0,0,0,1738584508.8823538,2,1,,1,0,3891,1,1738584510745.8555,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,2,spyhca1b,,,,,0
6,lk7z2cqx,63654bbd9fba7764c698ee95,0,43,278,main_task,MyPage,2025-02-03 12:00:12.551287,1,,,0.0,5,,0.0,right,left,,,3,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1A.bmp,1,,,0.41,0.41,2.6,0.93,1.23,0.89,60,0,0.0,1,0,0,0,0,1,0,0,1738584508.7960997,2,1,,1,0,3891,1,1738584510745.8555,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,2,spyhca1b,,,,,0
7,ftshhftn,645d03acd1302079adbc39f9,0,278,278,submission,Submit,2025-02-03 12:00:14.325516,1,,,0.0,1,,0.0,right,left,,,2,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,1,,,0.41,0.41,1.56,0.94,1.2,0.46,40,60,0.0,1,0,0,0,0,1,0,0,1738584765.222385,3,1,,1,0,3847,1,1738584767306.381,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,2,spyhca1b,,,,,0
8,48r4j4sd,66b239b6a6912115ce1d9683,0,278,278,submission,Submit,2025-02-03 12:00:14.745719,1,,,0.0,2,,0.0,left,left,,,2,1,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1B.bmp,1,,,0.83,0.83,1.6,1.39,2.04,1.2,20,-20,0.0,1,0,0,0,0,1,0,0,1738584765.675122,3,1,,1,0,3847,1,1738584767306.381,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,2,spyhca1b,,,,,0
9,0lqin6y8,5f953584d654c638ae82c4b2,0,10,278,instructions,FixDimensions,2025-02-03 12:00:15.950038,1,,,0.0,9,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
10,5rwam8pd,676edbd71b2d6c518eae7b45,0,278,278,submission,Submit,2025-02-03 12:00:16.024390,1,,,0.0,3,,0.0,left,left,,,2,2,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,,,0.53,0.53,2.02,0.82,1.23,1.59,-40,20,0.0,-1,0,0,0,0,1,0,0,1738584765.3713536,3,1,,1,0,3847,1,1738584767306.381,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,2,spyhca1b,,,,,0
11,zu04p29p,5f24a57c030da70af5ffd2bf,0,278,278,submission,Submit,2025-02-03 12:00:46.143968,1,,,0.0,4,,0.0,left,left,,,2,2,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,,,0.52,0.52,1.6,0.78,1.09,0.66,40,20,0.0,1,0,0,0,0,1,0,0,1738584765.3513842,3,1,,1,0,3847,1,1738584767306.381,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,2,spyhca1b,,,,,0
12,l7o20yx5,5bcedec641f0710001c74dd5,0,47,278,main_task,MyPage,2025-02-03 12:03:32.759084,1,,,0.0,5,,0.0,left,left,,,1,1,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,,,0.54,0.54,3.63,1.17,0.23,0.69,20,0,0.0,1,0,0,0,0,1,0,0,1738584765.3896494,3,1,,1,0,3847,1,1738584767306.381,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,2,spyhca1b,,,,,0
13,3iuvgb82,67824a019573a268b7457265,0,12,278,practice_task,WaitPage1,2025-02-03 12:05:11.392016,1,,,0.0,13,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
14,wgxn5o76,660d53230fb53d052ccacc14,0,12,278,practice_task,WaitPage1,2025-02-03 12:15:09.444936,1,,,0.0,14,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
15,svgkrwah,6584ce0ee6aacaab711557b3,0,12,278,practice_task,WaitPage1,2025-02-03 12:17:19.581771,1,,,0.0,15,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
16,ut6sqkt8,664eed479edce1893498cc04,0,12,278,practice_task,WaitPage1,2025-02-03 12:26:31.641265,1,,,0.0,16,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
17,0cjmwkbv,672c99775b51436252e1b231,0,4,278,instructions,TaskInstructionsPage1,2025-02-03 12:40:26.736408,1,,,0.0,17,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
18,ovqvska5,,0,0,278,,,,0,,,0.0,18,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
19,2jhb1sf9,,0,0,278,,,,0,,,0.0,19,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
20,9i2qdm4r,,0,0,278,,,,0,,,0.0,20,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,2,spyhca1b,,,,,0
1,ybm0l9oz,6758c717fcad115f0bba5c71,0,12,278,practice_task,WaitPage1,2025-02-03 11:57:18.764963,1,,,0.0,1,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,3,spyhca1b,,,,,0
2,gju71kkt,66b8830e5812d8df82589ef3,0,278,278,submission,Submit,2025-02-03 11:58:51.701885,1,,,0.0,1,,0.0,left,,,right,2,1,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1B.bmp,2,,option1B_tr.bmp,0.45,0.45,2.29,1.23,,0.82,-20,80,0.0,-1,0,0,1,0,0,0,0,1738584541.3664424,2,1,,1,0,3819,1,1738584543302.9944,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,3,spyhca1b,,,,,0
3,uq6siq7e,6274f9115634950cf5970f1c,0,278,278,submission,Submit,2025-02-03 11:59:32.179795,1,,,0.0,2,,0.0,left,left,,,2,2,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,,,0.49,0.49,1.89,0.41,1.56,0.57,-40,-120,0.0,-1,0,0,0,0,1,0,0,1738584541.413729,2,1,,1,0,3819,1,1738584543302.9944,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,3,spyhca1b,,,,,0
4,vlocm0pi,5f305c9cf7fabe4adaf0de5d,0,278,278,submission,Submit,2025-02-03 12:00:01.209517,1,,,0.0,3,,0.0,right,left,,,1,1,option1A.bmp,option1B.bmp,0,option1B.bmp,2,option1A.bmp,2,,,0.64,0.64,2.23,1.59,0.01,1.05,-20,-40,0.0,-1,0,0,0,0,1,0,0,1738584541.5412633,2,1,,1,0,3819,1,1738584543302.9944,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,3,spyhca1b,,,,,0
5,ihqgbl5n,5dd9a7ff98981d926df9ea18,0,278,278,submission,Submit,2025-02-03 12:00:09.934205,1,,,0.0,4,,0.0,,,left,left,1,2,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,option1B_tr.bmp,option1B_tr.bmp,0.54,0.54,6.0,6.0,,0.41,-40,-80,0.0,-1,1,1,1,0,0,0,0,1738584541.4980545,2,1,,1,0,3819,1,1738584543302.9944,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,3,spyhca1b,,,,,0
6,lk7z2cqx,63654bbd9fba7764c698ee95,0,43,278,main_task,MyPage,2025-02-03 12:00:12.551287,1,,,0.0,5,,0.0,left,left,,,3,2,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,,,0.4,0.4,2.98,1.33,1.67,2.01,40,40,0.0,1,0,0,0,0,1,0,0,1738584541.326052,2,1,,1,0,3819,1,1738584543302.9944,0.9,0.1,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,3,spyhca1b,,,,,0
7,ftshhftn,645d03acd1302079adbc39f9,0,278,278,submission,Submit,2025-02-03 12:00:14.325516,1,,,0.0,1,,0.0,right,left,,,1,2,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1A.bmp,1,,,0.42,0.42,1.82,0.81,0.18,1.08,40,100,0.0,1,0,0,0,0,1,0,0,1738584797.8842158,3,1,,1,0,3970,1,1738584800034.8765,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,3,spyhca1b,,,,,0
8,48r4j4sd,66b239b6a6912115ce1d9683,0,278,278,submission,Submit,2025-02-03 12:00:14.745719,1,,,0.0,2,,0.0,left,left,,,3,3,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,,,0.49,0.49,1.64,1.54,0.68,0.43,-60,-80,0.0,-1,0,0,0,0,1,0,0,1738584798.0783823,3,1,,1,0,3970,1,1738584800034.8765,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,3,spyhca1b,,,,,0
9,0lqin6y8,5f953584d654c638ae82c4b2,0,10,278,instructions,FixDimensions,2025-02-03 12:00:15.950038,1,,,0.0,9,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,3,spyhca1b,,,,,0
10,5rwam8pd,676edbd71b2d6c518eae7b45,0,278,278,submission,Submit,2025-02-03 12:00:16.024390,1,,,0.0,3,,0.0,right,left,,,1,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,1,,,0.67,0.67,1.83,0.39,1.64,0.24,40,60,0.0,1,0,0,0,0,1,0,0,1738584798.1483865,3,1,,1,0,3970,1,1738584800034.8765,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,3,spyhca1b,,,,,0
11,zu04p29p,5f24a57c030da70af5ffd2bf,0,278,278,submission,Submit,2025-02-03 12:00:46.143968,1,,,0.0,4,,0.0,right,left,,,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,1,,,0.72,0.72,0.89,0.77,0.75,0.66,60,80,0.0,1,0,0,0,0,1,0,0,1738584798.1869056,3,1,,1,0,3970,1,1738584800034.8765,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,3,spyhca1b,,,,,0
12,l7o20yx5,5bcedec641f0710001c74dd5,0,47,278,main_task,MyPage,2025-02-03 12:03:32.759084,1,,,0.0,5,,0.0,right,left,,,2,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,1,,,0.48,0.48,1.0,0.6,0.67,0.47,40,40,0.0,1,0,0,0,0,1,0,0,1738584797.9636507,3,1,,1,0,3970,1,1738584800034.8765,0.9,0.1,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,3,spyhca1b,,,,,0
13,3iuvgb82,67824a019573a268b7457265,0,12,278,practice_task,WaitPage1,2025-02-03 12:05:11.392016,1,,,0.0,13,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,3,spyhca1b,,,,,0
14,wgxn5o76,660d53230fb53d052ccacc14,0,12,278,practice_task,WaitPage1,2025-02-03 12:15:09.444936,1,,,0.0,14,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,3,spyhca1b,,,,,0
15,svgkrwah,6584ce0ee6aacaab711557b3,0,12,278,practice_task,WaitPage1,2025-02-03 12:17:19.581771,1,,,0.0,15,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,3,spyhca1b,,,,,0
16,ut6sqkt8,664eed479edce1893498cc04,0,12,278,practice_task,WaitPage1,2025-02-03 12:26:31.641265,1,,,0.0,16,,0.0,,,,,0,0,,,0,,,,,,,,,,,,,0,0,0.0,,1,0,1,0,0,0,0,0.0,1,1,,,,0,0,,0.9,0.1,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,3,spyhca1b,,,,,0
